"gene","PC_1","PC_2","PC_3","PC_4","PC_5","PC_6","PC_7","PC_8","PC_9","PC_10","PC_11","PC_12","PC_13","PC_14","PC_15","PC_16","PC_17","PC_18","PC_19","PC_20","PC_21","PC_22","PC_23","PC_24","PC_25","PC_26","PC_27","PC_28","PC_29","PC_30","PC_31","PC_32","PC_33","PC_34","PC_35","PC_36","PC_37","PC_38","PC_39","PC_40","PC_41","PC_42","PC_43","PC_44","PC_45","PC_46","PC_47","PC_48","PC_49","PC_50"
"Cd24a",0.00313197726865069,0.00137356068014669,-0.00381783282969136,-0.00374062825242593,-0.0105482106146875,-0.0447769755669638,0.039419657311143,0.0675333050139919,0.031145899248779,0.0121559927799805,0.0159130558544139,-0.0114299745748278,-0.0252963025704613,0.0232146118765203,-0.0640240738897485,0.0132861342356041,0.034303473809534,-0.137325251815571,0.0898690503632344,0.0637752571956798,0.0720490407427683,-0.00601719699492981,-0.0479237130469154,0.0309791189524841,-0.0093657788445761,-0.0164560094589603,-0.0212743633510017,-0.0399196848763846,-0.00153926187545964,-0.0322264688974761,0.00176303567341531,-0.0439506815592797,0.0198206679071472,-0.0534599332502812,-0.0337822918771349,0.00414591960394663,0.023051724091911,-0.00803307719465546,0.0192762104690038,-0.0221713347521333,-0.0273079175563969,0.0200819008002206,0.0289720001574403,0.00567275045698027,-0.0047757213868191,-0.00450894831496773,-0.035986472138848,-0.0160437770476395,0.00219942130994343,-0.00202970498231246
"2810417H13Rik",0.0020982440268605,0.00124327693067794,0.000313537208757752,-0.000599757571771499,0.000279006911747417,-0.00420906920460235,0.00257811957300394,-0.000931704887855004,-0.000487771028066165,-0.00403757987528798,-0.013478049680927,0.00135981292787394,0.0226523393076732,0.0149409822715365,-0.00860065684214474,-0.0176241270723963,-0.0149059457301582,0.00827732096182586,-0.00118603514369886,-0.0205753314455026,0.0117432985976786,-0.0277029679511517,-0.025886284966098,-0.00900316290093229,0.0133761716711703,-0.0197938273434153,-0.0071251650509125,-0.0303878418362343,0.0269339617941776,0.00139296805754633,0.017313564748234,-0.0472928351423902,0.0807211620670523,-0.113567216360702,0.0436558891213177,-0.00331492202571763,0.0365095579941041,0.0586166893052037,0.0681738803631445,-0.119228181057383,0.0175848483947199,-0.0663826201945508,-0.0273169849087231,0.0483800967726875,0.00303253748621722,-0.00476841244971189,0.0353374422118137,0.036853578533853,0.0115875811508478,0.000980507988982446
"Penk",-0.000743377667161788,0.00108935582886326,-0.00100282367702798,-0.000950748397563155,-0.00044043608299171,-0.000693795913431836,0.00018729747591784,0.00591404756559233,-0.00223047486536851,-0.00331681574688224,-0.00279058886428163,-0.0121950910963726,-0.00841720553771716,0.0197137306966722,0.00995314196550207,0.00384963598461667,-0.00111201197733464,-0.00632210380731687,0.0054184842719021,-0.00136465158372505,0.00429055501447242,-0.00396364761019499,-0.00509050315724143,-0.00822805669264252,0.0396016510987012,-0.0364585732819354,0.0295790582383098,0.0305465478786258,-0.01870906678322,0.0116037515924061,0.00487186198840535,-0.0279226654590251,-0.00563024953142986,0.00618117957481703,0.00367724733229183,0.000780688528622064,0.00431362869373739,-0.00509360147282963,-0.00719701581066999,-0.0124702925949618,0.00928078321404052,0.000188679984885126,0.00699159287599851,-0.0378011744321119,-0.022855392181287,0.00320320191521388,-0.0194008463568631,0.00663910880340703,-0.0103396308508216,0.0107288287306683
"Ptn",-0.0432219066269312,0.00928636041254573,0.0257340065238287,-0.00243606300733866,0.0337255082756396,0.00257878223046138,0.007421723835852,0.0315146552270691,-0.073496009262651,-0.0161133733766582,-0.00303392621395784,0.0386088367638805,-0.0631593302568632,0.0304933268272558,-0.0302102600848959,-0.0287430315384315,-0.0336611247023587,0.0563214125146306,-0.0242503704709332,0.0318511073573178,0.026806629268012,-0.00832014503012031,-0.00234417679182951,-0.0123312655567086,0.00191512417255838,0.0291597396026594,0.0171769924551638,-0.0208447148772595,-0.029810215355627,0.0329759499732289,-0.0135886129821079,0.0750212724304571,0.0378834493790023,0.00822567505574347,-0.00127353334851131,-0.000149140415027042,-0.00195599885425771,-0.0213662189286342,-0.0102587642604,-0.0379010460695787,-0.0104789965535156,0.0121501567314563,0.00908109198990935,-0.0240687993604007,-0.0310010777826656,-0.0060314886106985,-0.00440181437736495,-0.0477981949377053,0.00307426675086385,0.0293437434583358
"Ndufa4l2",-0.0168235560409856,0.0020029503112687,-0.0804294772038329,-0.0036140000799849,0.0233370580606004,0.00790325506986172,-0.0119603640187523,0.0410981169215455,-0.100295255579528,0.00122792092411675,-0.00682590322836362,0.0425755942910831,0.00644671128411841,-0.0556093222110342,-0.0347456813533045,-0.0151179686024418,-0.0141437462689883,0.00985998045951275,-0.0031930863556072,0.00766014200221243,0.0152431509927424,-0.00037416408055843,0.015274322338869,-0.00995250044375103,0.0195132368843234,-0.0292191339742897,-0.0509963122348635,0.0452025899751528,0.0144090278588222,-0.0309501968820925,0.00143284419446124,0.00270007070385208,0.000567702276021281,0.00254826442043893,-0.00331570954143695,0.00129289122301297,-0.0205725455313541,0.00746092051220706,0.00262418027656784,-0.00486946810219985,0.000819209310625237,-0.000921802323654053,0.0116441707394312,0.000839791346607099,0.00952494212525461,0.00422291495047389,-0.00489740071284721,0.00514642314115707,-0.00466358384962957,0.00430543581178822
"Rbp4",-0.000670178377887719,0.000894443628310877,-0.00152059920553332,-0.0005460517515337,-0.00118830925829524,-0.000628323536333787,-0.000153244394070842,0.00952576745452185,-0.00526653454244418,-0.0029894733584951,-0.000855793008015096,-0.0127364074961989,-0.00944110364424261,0.026068861994882,0.0168448534984817,0.00169981718820013,-0.000270784987892378,0.000522202820832846,0.00212446882528094,-0.00205629065755852,0.00117794251942565,-0.00489416616082774,0.00185228791233048,-0.00521863514527863,0.0143474315268378,-0.00881636808391379,-0.00193972994846652,0.0206114852614054,-0.00560366655722346,0.0070814982923364,0.00104580902462215,-0.0179038694173991,0.00727898446141791,0.000492166766719476,0.00346514155360464,0.00234765197252075,0.000986706738080483,-0.00727697025442559,-0.00498504897368937,0.0241723831629064,-0.000848571590479935,0.00542032352831629,0.00299351509024141,0.0468636578207884,0.0190877881159045,-0.0133255012074806,0.027902111485017,-0.00129982159004547,-0.0015733272851835,-0.0185378936055314
"Saa3",0.00876503397759849,0.00460969274438351,-0.00477486808492802,-0.000826760103061707,-0.00372197468608273,-0.0345876965989715,-0.0222548327251638,-0.00398632630942989,-0.00490980001593241,-0.0243691924208098,0.0150196115805177,-0.0146247203679748,-0.0106676560241316,-0.0173109920441956,0.00916849969456526,-0.0329829715688051,0.0382330295102048,0.0130693967872283,0.029155739852333,-0.00812625366305025,-0.00641519894372958,-0.00477834643091208,-0.0273114353548199,-0.00692685741210035,0.00102193063346351,-0.00369650364089418,-0.0283500921150264,-0.0147348639629649,-0.0223619656237898,0.000902723421678718,-0.00392654942605806,0.00355742516998736,0.00594289917772961,-0.0083807754315217,0.00497800794555566,-0.0365718607119718,0.0385055788291683,0.00849513574056083,0.00204465889090464,0.0433458700328724,0.0118434137323011,0.0322176686151049,-0.00136681011840153,0.0155163227041922,-0.0082750940006048,0.0721031523481769,0.0220815973660501,0.00978683508823213,-0.0179039610281942,0.02105597918297
"Pbld2",-0.00168677781003844,0.000512973142702414,0.00147953341066717,0.00176606612039552,0.0012603991729824,0.00103421906213996,-0.00129115625024061,0.00268777349857997,0.00218781345611137,-0.00164417615797282,0.000443652243092821,0.00322443755439519,-0.00245668946879657,0.00285133836998164,-0.00476474970828675,-0.000664409721926581,0.00155378341725428,0.00312687835358945,-0.000117184200290533,-0.00139099828574588,-0.00346237709737611,-0.00180507295191099,0.00519046542885845,-0.000327957352992787,-0.00059788533448347,-0.00275734042374444,-0.00272714887681817,0.00255065423468408,0.00947588387782487,0.00965665341521494,0.00177157854230584,-0.000833842295616549,0.0033589685443079,-0.0033587761876593,-0.000229909219472359,0.00461003429385873,0.00721998073528539,-0.000493425463964174,-0.00582673732351925,-0.00398215810393673,-0.000643409566127485,0.00782743864491288,0.00565065799966482,-0.0130744238982575,0.00225332356486406,-0.00261344396072235,0.0111566912186165,-0.00652295256932336,0.013177392177684,-0.0198266822212402
"Hbb-y",-0.00117067878178678,-0.00130004797808992,0.000710530910585803,5.13741141405917e-05,0.000759454621057435,-0.000394238929837752,0.000956382671745916,0.000807675600559234,0.00172453009424933,-0.000804165831322498,-0.00396028447785649,-0.00869962175765173,-0.0119954373774227,0.00956426980705049,-0.0241567453962381,0.00266019756419009,0.00558770349806547,0.0145319217811612,-0.00912686137206378,0.0029901120722942,0.00735607790196262,0.0179532435640502,-0.00936021006353032,0.0101630924609702,-0.000614742535070715,-0.000887954854355409,0.00765916482182529,-0.00326593942106947,0.0206441874108985,-0.0113247611308019,0.00270462574568291,-0.0189703066054275,-0.0096873267647924,-0.00102260682631075,-0.0151960665597782,0.00149429333883972,-0.026093660242241,0.0407410632284455,0.0122207228735792,0.0291614133570741,-0.00755791531448665,-0.00351754833557567,-0.0309764403234078,0.000183953983704066,0.00255108301623914,0.00780473840966991,-0.00700691972839127,0.00636947316252146,0.000595351730492065,0.00966810493172087
"Cpe",-0.0358506112920265,0.0340023342412338,0.00106880998953139,-0.0344803578542449,0.032379817038763,-0.00472604114908119,-0.00891293029873056,0.0174550776738702,0.0424533693238889,0.0021692442236051,0.000482182141519272,-0.014701617682991,0.0257079543879328,-0.0259542889007717,0.0568484481902175,-0.0140417749774919,-0.0350960476509306,0.00690128898231136,0.00971924022634272,0.0116377660185168,0.0011400665131322,0.0100255666687437,0.00360957452301345,0.0236421681958986,0.0609150318868272,-0.0216076991442781,0.000450396914704304,-0.0335137694886145,0.00419949554808254,-0.00699806486150561,0.0387519945009837,-0.0153142606710505,-0.0320762432508683,0.0256283923872299,-0.00607896208409355,0.0148170632184739,0.00488897379854915,0.0030743905493239,0.0170884584550078,-0.000739095718244188,0.0130334081976607,0.0122609247348419,-0.00420299012539635,-0.010913301146595,0.024392091365105,0.00132465072701794,-0.00592432472822592,0.0448064870407743,0.00515334782746052,-0.0103656466709728
"Cd8b1",0.000679273494938143,4.42895418852189e-05,-0.000248092334730986,0.000134876463390918,-0.00088026884264303,-0.00374287646480091,0.00493728313598704,-0.0024821738585821,-0.00106895868858421,-0.00306981060270206,-0.0250283031263597,0.00194800050167365,0.0486589926013874,0.0308575682286956,-0.0165002308937499,-0.043494621126302,0.00859984817077356,0.00852747984477851,0.0113278792251625,-0.00415374790453779,-0.0018469140571424,-0.00201998484159249,0.00855692786273797,0.000697644589338699,0.00141598031843033,-0.00116777849856681,0.000238117245709339,0.000977595000756054,-0.00423717624606682,0.000398438887806738,0.00604280716402532,-0.00118090185349113,0.00773899781391516,-0.00141138677832853,0.00444430617460255,0.00111014560518502,0.002188612268299,-0.00251315883322243,0.00511083418160467,-0.0097051328193119,-0.0173563104663507,0.00200291155895353,-0.000534382046487451,0.00256448154058275,-0.00114847525255028,-0.00614460627143072,-0.00478456720774523,0.000155203596234941,0.00294244914605244,-0.00508370028997925
"Hdc",0.00499288625944085,0.00567087101309667,-0.00491001294061381,-0.00473657317587226,-0.0168200516182636,-0.0517394903975943,0.0754522333160286,0.0678256711405494,0.0145099671279694,0.0740599110960062,0.102877718829794,-0.00615848033091661,0.0388805867226008,0.0171536366363551,-0.0256622722797749,0.0193014382041497,-0.040435299483321,0.00402202979142972,-0.00592772834534071,0.0179027680309432,-0.0105927651779198,-0.00972641427739805,0.0101214179223417,-0.0150803542854611,-0.0200608333371918,-0.0079488031986183,-0.00624131677060298,-0.00320011798652141,-0.0320560785444338,-0.00868654909717247,0.0249195138443204,-0.000467994436798639,-0.0101022812246938,0.00732794178180028,0.0274665398240354,-0.0217659541720281,-0.0149065700141438,0.020445647608842,0.00416985042476895,0.0218541759617485,-0.0172747268157049,-0.00945556795485354,-0.00299252820228048,0.00408790647286439,-0.00877895879965454,0.0263101600039192,0.0169142523863884,-0.00537892787137943,-0.00340274351008629,-0.010322054786194
"Sez6l2",-0.0126680482627372,0.0302527599159716,0.00818679965830423,0.0918666074564102,0.0056816827628207,-0.0038027693105466,0.00216120525198848,-0.0036484905582697,-0.00162770971029591,0.00114218864947848,0.00181063926684775,0.000456906956273095,0.000821743793270085,-0.00333289298603074,-0.00176548612562594,0.00264137652846389,-0.00102908084514181,0.00383631129803141,0.00580781643682084,0.0025486559298618,0.000435551921352615,0.00515977696033084,0.00712766314316163,0.00242435177214316,0.00543758245697189,0.00460906533396902,-0.00962007764496915,-0.00532586931153344,-0.0207570315996874,-0.00761223945118366,-0.0256835146627537,-0.0171279339389487,-0.0403243233507003,-0.0341864340229768,0.0413742597994351,0.0238593630539422,-0.0203252816132941,-0.0165283951974305,-0.012569491234458,-0.00357716438212413,-0.00402506857959251,0.0245139154804447,-0.0277389834584284,0.00595460347517209,-0.0153903225682585,0.0101636378228161,-0.00898738610791391,0.00148481057705741,0.0245785559970555,-0.0304837479057079
"Cd3d",0.001626020785087,0.000181258213500967,-0.000580817419440042,-0.000399750406956308,-0.000823411911228886,-0.00658229061532052,0.010818246644495,-0.00322419029645208,-0.00270948859297671,-0.00349767284146209,-0.0382397597968147,0.00464337576365008,0.0778420538921498,0.0489746548875587,-0.0262899253916543,-0.0695468901807009,0.0149655719341631,0.0149407113585466,0.0139255213629688,-0.00261027833791374,-0.00177629076390961,-0.0037358561684617,0.00772387573285725,0.00448635671693351,-0.00440538258786794,-0.00504546647818938,-0.00277876043993359,-0.000287823311739695,-0.0042117338743443,-0.00011132577475553,0.0023040301026925,-0.00125799978652126,0.0109620223461549,-0.00117934169541152,0.00374934289317623,0.00211397368076179,0.00242556813987625,-0.00795986291572695,0.00795731466578313,-0.0133454678906254,-0.0230179679500306,-0.000589039089666751,-0.00355360979767132,0.00330114113749537,-0.00447120711793604,-0.00475623157255819,-0.00581110918159666,0.00035668540503763,0.00038496641620964,-0.0040095580586012
"Apoc1",0.000347597749742732,0.0133762410043253,0.000748032264890522,-0.00796193133736484,-0.0100943550882449,-0.0109483701932777,0.00585253754866133,0.00297714065734811,0.00163493964492544,-0.0203153619742049,0.00630543619916197,-0.00113836245476485,-0.00638080389889398,-0.00666149120401711,0.00566481421267885,-0.00298446179239722,0.00504073866252386,0.00807367959065812,0.0111313267551238,-0.0239527812655122,0.00133435416440246,0.0223981685679089,0.000361957415179555,0.00837854110642467,0.0223760852637342,-0.00530010432979364,-0.0214487688652008,-0.0107815363225938,0.0195122934876004,0.0474044257553251,0.029364903659462,0.010500933778375,0.00626887892689317,0.0264107098953244,-0.00693513153233236,0.0224619529819332,-0.00613752530509198,-0.0114418440518561,-0.0186772635203875,-0.0186332027264933,-0.000852046102855085,0.0295255048392199,-0.0288048394317126,-0.000889132391684891,-0.0138452918190381,-0.0319834516380407,-0.0170002685269818,-0.01120886064102,-0.0251348171297511,-0.00383476256756981
"Mmp12",0.0109784731798093,0.00445964814308832,-0.00257656837637098,0.000438293633549227,-0.000934219144641473,-0.0153008909678212,-0.059352404806784,0.00500800568220147,0.0155190689421411,0.0265267301822546,0.000236600632194837,0.0443478584090584,-0.00830526135647293,0.029162327800204,-0.00757090837362626,0.00519340993551051,-0.00787649921370104,-0.0505846403349416,-0.0774494137118069,-0.015199504178239,0.0173527787657252,-0.000908574434773999,0.0700167789403351,0.0948394656849477,0.00781362795801535,-0.0162949987287016,0.00238623091041321,0.0149653580373093,-0.00075924758504836,0.0194101696540663,-0.029920539944555,0.0133978340823683,-0.010879319787721,0.0255270149750369,0.0301653535179558,0.008593385718533,0.0191112807707277,0.0321775399935311,0.016370270466251,-0.00875062481252458,0.0118194682835348,-0.00902558595356474,0.00310543218934047,0.0237808728556538,-0.0102144983472583,-0.00473947656239346,-0.019325541571431,0.00239895701947079,0.00119945013584166,0.00812905435307102
"Esm1",-0.00120383654861023,-0.00116425058513678,0.000192369601577839,-0.000919414836857537,0.000695208387350868,-0.000880890775460002,-0.000456240406524758,0.00581126163606256,-0.000522305489377113,-0.000973097702355632,-0.00582710538723814,-0.0160808190355527,-0.00611889213421948,0.0091896171877983,-0.0335131212290888,0.0119888258741702,-0.0023947694199564,-0.106626982078649,0.0915695599626566,-0.000579606784133344,0.0432424335514456,-0.0192214493043835,-0.0180706822653364,0.0379835492564527,-0.00720870017784543,0.00621008692645491,-0.0109849795501781,0.00103938797477826,-8.63725723248223e-05,0.00757720749257153,0.00814403568828359,-0.00237140483668376,0.00366967131053601,-0.00384072899404053,0.00288355157482731,-0.0170772769636853,0.00874764395832162,-0.00963784231014202,-0.0141118137308578,0.00111360053370423,-0.00297430218138237,-0.00615897867986186,-0.00466948731869175,-0.0131765203368104,-0.00640608516514326,0.00038289296487639,-0.0129114846966358,0.00205541802512443,0.00383214156644398,0.00198657299409136
"Rgs1",0.044907045389009,0.0118035761349988,-0.00409320158922219,0.000833511090665127,0.00270613339216616,0.000789199638265301,-0.0353711746060342,0.00557502410289064,0.017743790471209,0.0283739269484089,-0.0283262378786468,0.0357853066353423,-0.00191983710103601,0.025152789068619,-0.00462233804588429,-0.0121283478699994,0.0078931371437005,-0.00433798805974434,-0.0090159334056975,0.0233406420202699,0.00550234621183654,0.00719466728734118,0.0511334312826001,0.0636350670705154,0.00356203402540258,-0.0117532532486736,0.00359607666469739,0.0202921340889712,0.0113280649429239,0.01672096177557,-0.0419302415284018,0.0155364444698102,-0.00554674727605075,0.0268536282534844,-0.00976674745507208,0.035440658414158,-0.00496451614506065,-0.0229392088259352,0.0244164366632513,-0.0116090976930653,-0.00737013953612653,-0.0245879926365914,0.0147148378015714,0.0163253476081336,-0.0209357620289738,0.00612342577084671,-0.0133636233120853,0.00135554697437202,-0.0645961964743344,-0.0694917616340099
"Cxcr6",0.0016953691889207,0.000320791473845143,-0.000261347330935524,0.000196886018601906,-0.000672353402444516,-0.0052447234952759,0.00563646550205948,-0.00328846464147857,-0.00138685434723821,-0.00380399658475178,-0.0375282064551387,0.00611788043920155,0.0729472161116136,0.0484048727771696,-0.024951742053051,-0.0649802307843955,0.0133462748918493,0.0103023169485868,0.00898084680505681,0.000115216094899391,-0.00138206866513239,2.85503163835612e-05,0.0112373961850995,0.00502412846338978,-0.00230259328968862,-0.00319131500545614,-0.00142454681449004,0.00362027329878939,-0.0020562054037653,0.00172777282444531,0.00185658668924641,0.00386759431670692,0.00046345519868264,0.00860287577359365,0.0047644180805234,0.0048863679229861,0.00109917346596559,-0.0108295917458067,-0.00074090241268802,-0.00433477415048401,-0.0138490443998857,-0.00852677349517098,-0.00624781898842631,-0.00320501501635225,0.00116504592441981,-0.00307407169047757,-0.00260472223836517,-0.00214151892582714,0.00269523845537754,-0.00560316629594933
"Gstp1",-0.0235939329932782,0.0138301262132152,-0.00732589716792127,0.0461624543973007,0.00529288308773857,-0.00352086818852052,0.00652477521913369,0.0118332974563582,-0.00283856802392603,-0.00694098778230362,-0.0263579574436216,-0.0157222917429597,-0.0232527290791841,0.010626447772332,-0.0132952557824863,-0.0184000784046182,-0.00478912965872837,0.0244462069351289,0.00194664628763447,-0.0128104606800036,-0.00202487958729272,-0.0406087053930501,0.0102947988065265,-0.00300931750601402,0.0180175774040674,0.0119522290132196,-0.0155250873510465,0.0137806963649153,-0.0104789409537185,0.00859515842931591,0.0396067161129241,0.0060517367198007,-0.014565474166499,0.0114715998626396,-0.0228106283995096,-0.00322861300063211,0.0314229813180338,-0.00483293424418067,-0.00105929778504101,-0.000600262773870918,0.0111108638272067,0.0133932318938213,0.0111569842130799,-0.00199790837208041,-0.00833151015582776,-0.00453383203264876,-0.0253133682706007,0.0141961487721424,-0.00158496558750144,0.0146088464419427
"Gpx3",0.00817630307314696,0.00844036275455006,-0.00531800459522446,-0.00335782824788714,-0.0236788301107211,-0.0126190748794971,-0.0314608348070203,-0.0157339076086021,-0.0193609344813342,-0.091785123609019,0.0793159702900434,-0.0500027002465976,0.0343894434870027,0.00856816417518779,-0.0104895598282874,0.00727882496603951,0.0127705063546648,0.0116630885086289,0.0138489055033698,0.00146051758506835,0.00673782605067492,-0.00223907987383662,0.0140478961760211,0.016328414342092,0.0259241727395497,-0.0148644544266328,-0.00740490153009086,-0.0032755909169039,-0.00431217033885175,0.00581216701501738,0.0143350573771191,0.0284524222956051,-0.013953453674003,-0.0202473610910174,-0.0185891661469319,-0.00348178642459803,-0.00631127358287459,0.0140945206622784,-0.0045623032239119,0.0236463120749179,0.0349842346171621,0.0272170734976014,0.0200213807382789,0.0486523871766501,0.0170158039057259,-0.000196552747111349,0.0378585635659083,0.0139301447913018,0.00295509171972237,-0.00413272955859834
"Hemk1",-0.0112845276530922,0.0149645576914864,-0.00812633291291343,-0.00819704315436581,-0.0987493585738746,0.0120444104623225,-0.00145348759655822,-0.0411494312189122,-0.0158298714125176,0.0170192796786972,0.000563214134004538,-0.00326042542888985,-0.004525508626844,-0.0138735223299875,-0.00971461770305486,-0.00255729903806401,-0.00835663703146082,0.00940382297282412,0.0137451188206852,0.0153877129405025,-0.00974237861552956,-0.0141443757754441,0.0181447012392847,0.00855768586821487,-0.0207791797995919,0.0148488486189658,-0.0119301112382264,0.00443805101420301,0.0117268051124947,0.0194706158663721,-0.0183312522081155,-0.0413922197294985,0.0068959564033054,0.0234249002475328,-0.0137229978049789,-0.00352632504935471,-0.0059424105157332,0.00237302498235095,-0.00589821388479632,0.00401843657960257,0.0038329251065176,-0.0010027898854874,0.0150491039221209,0.00734724703461266,-0.00181389703265016,0.00451047508350237,0.00457928269054008,0.00326654093951637,0.0184005812857325,0.00191328709822004
"Mmp9",0.0065652128397354,0.00033034877592891,-0.00276593398898352,-0.00141579898233513,-0.0013147729469915,-0.0389509954749009,0.0575442019563464,0.0113765922154673,-0.0108177726726144,0.0588199489322493,0.09511690873093,-0.0185882165200728,0.0389203437711346,0.0207620132209549,-0.0243399720475848,0.0131364648008605,-0.0463253033269281,0.00614166137263061,-0.0262201374854308,-0.0283841104753273,0.0257818589179595,-0.0466171577274529,-0.012367149104209,0.00591260239580513,-0.0212829566524761,-0.0478935010086592,-0.010580804084274,-0.0317313218519109,-0.00218201221638488,-0.0103745291809401,-0.033888292295909,-0.00316417843980958,0.00222496586338456,0.0124424901881268,-0.0272857768335758,0.00884060581848803,-0.0212820921941119,-0.0476217326680078,0.00373316250280209,0.036755094493236,-0.0207786920538237,-0.00937934812954108,-0.00155491943753922,-0.00980634442554009,-0.00973026152469258,0.023674833124881,-0.00109719300183089,-0.00887411546810569,-0.0191879845317355,0.00931441258690955
"Ntm",-0.0231423609301651,0.064885434859282,0.0286633894274275,-0.0497351186739129,0.0387939232033652,-0.0025165108129402,0.00659260838980362,-0.0183749760991,-0.0052721507890883,0.0014139435228294,0.00149944387856259,0.00431729074058225,-0.00122241514047536,-0.00251652512770083,-0.000677938266608784,0.00239146529716196,0.0035704627238226,-0.00439918442480367,0.00341456477626481,-0.00546440307177912,-0.00289283159075352,0.0274029718946874,0.0129255385992918,-0.0118338003946589,-0.0731469604132036,-0.0180797757926889,0.0119364689785726,0.030462874826869,0.00918986308375282,0.0196737870816477,-0.0138425204191151,-0.0255290507055804,0.0265274993667035,-0.0125230669097492,0.034672584257048,0.0121353452529303,-0.000633407886486884,0.00479683334477481,0.00455395174496162,0.0266452275987087,0.00109819791177566,-0.0129640320322461,0.029888054147837,-0.0209132286710418,0.00126071464608146,-0.0111879800007678,-0.0108028909631138,-0.0104102368283689,0.00101540273867653,-0.00419458595130672
"Spint2",-0.0162982620445687,0.0160200388300757,-0.0327777652932202,-0.00931403473323971,-0.0909143803931338,0.0113507560922819,0.00606674366523276,-0.029289544499302,0.0126896123044165,0.0111796331227187,0.00102125117323318,-0.00655950351359115,0.0117911303074022,0.00462293176499283,0.00143136417664142,0.0189294625737382,0.00804637241805523,0.00418209272456283,0.0139519442148905,0.00849787262108915,0.000160681343066679,0.0445242345835014,-0.0023957943073483,0.0247653980938985,-0.00229100550322407,-0.0292272820439342,0.0535520217464086,-0.0319530435305165,-0.0173291068167869,-0.0220051648645279,0.00289314634289646,0.0596795346530369,0.00879390385537745,-0.0300725890372307,0.00951079733744677,0.000536883031905347,0.00102709337319727,-0.0108628731382401,0.00491368456330902,0.00346857993214759,0.00717884177087163,0.00158071257119472,-0.00862528362402738,0.0068258032993791,0.00835393662876099,0.0207130738322353,0.0200360768450603,-0.00301856857504665,-0.0233107068181003,-0.0255560069674407
"Stmn1",-0.0272747807102617,-0.0118301987373237,0.0314651450697198,0.0476905555343884,0.0122913804402539,0.000547104452393953,0.00415838484980994,0.000528622513405281,0.00924206666121551,-0.0112832912805475,0.00221772478697037,0.0221850502768351,-0.0203022697982912,0.0101982301842958,-0.00683753481915908,-0.0108839143683653,-0.015304060467363,0.0495446779761539,0.00897446464991763,0.0168462497246701,0.0212368401669782,-0.0157729960977922,-0.0191226666806989,0.0289472631946284,0.0336585613669877,-0.00515905747600242,-0.0271821939724662,-0.0177705983894268,-0.0036367082989369,0.0288707859029243,0.00219353913326511,-0.000431922550496104,0.0890887043138422,-0.0443862501188166,0.0172519875408422,-0.00570578741425305,-0.0261905090484802,0.0457347709681384,0.0213772681092169,-0.0133110399826012,-0.010008446499013,-0.0308911713725594,-0.0181543190960486,0.00747213256280272,-0.0391204753215068,0.0248562578115461,-0.019419144936397,-0.0174499696867025,0.015908178110709,0.0081088610507837
"Sirpb1c",0.0205482187072209,0.00406727504064642,-0.00907283387048459,-0.00161917465389212,-0.00570784104565306,-0.0887878205886159,0.0487515224497928,-0.0141266186423992,-0.00331906002612543,-0.0232187661084624,-0.0412677905273911,0.00732516234913996,-0.0731614293492629,-0.0552836018343766,0.0419896920699983,-0.0383924107083578,0.0482460036013725,0.0216856894942216,0.0450027110649086,-0.0357306750030517,0.0177128471025582,0.0233299906661896,-0.0022272459741582,0.00378143416682294,0.0030335285230098,0.0303416964401721,0.00883591501535693,0.0334121000250436,-0.00201262152269418,0.00917762873636166,0.0298384734384657,0.0103127895783975,-0.0178327922413463,0.0572885211575746,0.0555197893192646,0.00837799941634462,0.0249916375339806,-0.00100273353764089,0.0237233072158106,-0.0149035953531308,-0.0428088977001991,-0.0223096217356159,-0.0167601496184646,0.00345076620596827,0.00488631532395688,0.0120852314458104,0.0131280033772555,0.00934987165108454,-0.0246975547004156,-0.0232086082753959
"Gjb1",-0.0114061823462269,0.0274322555531108,0.00785044907358894,0.0837812091958324,0.00550354875746308,-0.00329445214830236,0.00108667498890441,-0.0031264588011129,-0.00177092600369768,0.00175003793695119,-0.000182903871072333,-0.000768613732637166,0.00124009973014603,-0.00132736301236014,-0.000713261841021332,0.00137029010259624,0.00298872254924871,0.00126123456097835,0.00541633169981305,0.00032660457486248,-0.00300362826239472,0.00184116763525392,0.00366491629852473,0.00449787143255874,0.00244027398949991,0.00538162296224836,-0.0123533072032532,-0.00243823107962646,-0.00573637265227698,0.000277956604874555,-0.028560695574199,-0.00954622344370776,-0.0343499019667956,-0.0282752094137174,0.0214731498495278,0.00321716527350609,-0.00300414213830722,-0.00728635057589924,-0.00354618710430927,0.00359364802737473,-0.0129154200226045,0.0119252423314096,-0.0108274461052512,-0.00289815249705078,0.00720553593942038,0.00899376499908445,0.00112671307373142,-0.0137863041274423,0.0130513753025984,-0.0236172630401726
