gene,importance,rank,method
Colec12,0.37824387064169523,333,Logistic Regression
Saa3,0.3778314783730649,334,Logistic Regression
Cd52,0.3776354884074201,335,Logistic Regression
Ptafr,0.37761353034662115,336,Logistic Regression
Prss23,0.377282635310784,337,Logistic Regression
Fabp4,0.3770138040141664,338,Logistic Regression
Emp3,0.37689206961963145,339,Logistic Regression
Hbegf,0.37624873455571206,340,Logistic Regression
Glipr1,0.3762053166555112,341,Logistic Regression
Pdpn,0.3758047833742346,342,Logistic Regression
Amd1,0.3753985086540602,343,Logistic Regression
Eno3,0.37529211415174396,344,Logistic Regression
Slfn4,0.37509979570049906,345,Logistic Regression
Apoe,0.3747315618521131,346,Logistic Regression
Ephx3,0.37442561086290077,347,Logistic Regression
Gatm,0.37414721171848947,348,Logistic Regression
Mif,0.37408141911051357,349,Logistic Regression
Ms4a7,0.37405714928852885,350,Logistic Regression
Esd,0.37270692399232125,351,Logistic Regression
Fstl1,0.3723696701812362,352,Logistic Regression
Slc6a6,0.3721480867173291,353,Logistic Regression
Il1r1,0.3720197359989945,354,Logistic Regression
Mall,0.37180122267579196,355,Logistic Regression
Lrrc32,0.3717541445363214,356,Logistic Regression
Tnfaip2,0.37061207785965694,357,Logistic Regression
Gpr171,0.37032832326432197,358,Logistic Regression
Hilpda,0.37022272047502075,359,Logistic Regression
P2ry14,0.36960444536831777,360,Logistic Regression
Itgal,0.36955940671572485,361,Logistic Regression
Art3,0.36940245415956496,362,Logistic Regression
Adgre4,0.36910465381721597,363,Logistic Regression
Ptprr,0.3688865504024243,364,Logistic Regression
Mrc1,0.3686674707432112,365,Logistic Regression
Wfdc17,0.36816182249188556,366,Logistic Regression
Smpdl3a,0.3680402443702897,367,Logistic Regression
H2-DMa,0.36772785654468026,368,Logistic Regression
Fabp7,0.3676209102946278,369,Logistic Regression
Bnip3,0.3671621779399287,370,Logistic Regression
Bcas3,0.3667417906215258,371,Logistic Regression
Gpx3,0.3663404682789364,372,Logistic Regression
Ms4a8a,0.36601546181116107,373,Logistic Regression
Uchl1,0.36574009786159867,374,Logistic Regression
Ccnd2,0.36562082485156056,375,Logistic Regression
Cd44,0.3654471576136092,376,Logistic Regression
Cd83,0.3652529392096467,377,Logistic Regression
Sdf2l1,0.3652454793031663,378,Logistic Regression
H2-Q10,0.3652142084981651,379,Logistic Regression
Mcemp1,0.36505145448427095,380,Logistic Regression
Alpl,0.36492142093822294,381,Logistic Regression
Vcan,0.36476252676125714,382,Logistic Regression
Siglech,0.36455654151754563,383,Logistic Regression
Tmem100,0.3643287428987497,384,Logistic Regression
Ntf3,0.36425842552644255,385,Logistic Regression
Folr2,0.3635668995817871,386,Logistic Regression
Hist1h2ap,0.3632928333479723,387,Logistic Regression
Dnajb1,0.36328900499217914,388,Logistic Regression
Hrct1,0.36306955422514875,389,Logistic Regression
Ctgf,0.3630433239284267,390,Logistic Regression
H2-DMb1,0.362751130651423,391,Logistic Regression
Cthrc1,0.36223583941882986,392,Logistic Regression
Itih5,0.361985308370106,393,Logistic Regression
Hs3st1,0.3617071585575696,394,Logistic Regression
Abcc9,0.36150014763610266,395,Logistic Regression
Igfbp5,0.3613095071272886,396,Logistic Regression
Hmox1,0.360839352426712,397,Logistic Regression
S100a11,0.3603297131176318,398,Logistic Regression
Ms4a6b,0.3601730808147649,399,Logistic Regression
Ccl6,0.3601520084876497,400,Logistic Regression
