gene,importance,rank,method
Hmga1,0.018251005229291267,449,XGBoost
1600010M07Rik,0.018201982942689526,450,XGBoost
Sncg,0.01815901043034982,451,XGBoost
Gm10116,0.018147085780199242,452,XGBoost
BC051019,0.01813965189973052,453,XGBoost
Stab1,0.018116592217291748,454,XGBoost
Timp3,0.018100928261809902,455,XGBoost
Bmx,0.018099425712187135,456,XGBoost
Hspe1,0.018097819058947452,457,XGBoost
Irgm1,0.01809475024128705,458,XGBoost
Fstl1,0.018034048855334463,459,XGBoost
Ass1,0.018029144405183918,460,XGBoost
Apold1,0.018026968184921142,461,XGBoost
Cd300a,0.018020145620365965,462,XGBoost
Rgs2,0.018014116834337894,463,XGBoost
Blvrb,0.018006658551966138,464,XGBoost
Gm694,0.018001486213391073,465,XGBoost
Fcgr2b,0.017950026566868973,466,XGBoost
Hmha1,0.01794568050134559,467,XGBoost
Vim,0.01794265964167679,468,XGBoost
Lgmn,0.017901173741821236,469,XGBoost
Ninj1,0.017893800737028624,470,XGBoost
Cd86,0.017893553380274468,471,XGBoost
Fbln5,0.017858145774641256,472,XGBoost
Hacd2,0.01785687465433413,473,XGBoost
Ndufa12,0.017852900139464445,474,XGBoost
Ercc1,0.017840024613630434,475,XGBoost
Rab20,0.017826912617470363,476,XGBoost
Gm5483,0.017814619644915444,477,XGBoost
Stc1,0.017814595735484953,478,XGBoost
Myh11,0.017813748734850303,479,XGBoost
Meg3,0.017798405574573108,480,XGBoost
Vcan,0.017762902389080962,481,XGBoost
Bst1,0.017753981090706503,482,XGBoost
Abi3,0.01773841070601052,483,XGBoost
Slc38a5,0.01773763086357613,484,XGBoost
Pid1,0.017732826619965333,485,XGBoost
Akap12,0.017729228228017858,486,XGBoost
Slc39a1,0.017669485529809393,487,XGBoost
Col27a1,0.017621506038224766,488,XGBoost
Stfa2l1,0.017587475460618354,489,XGBoost
Nrp2,0.017586070775321604,490,XGBoost
Myo1g,0.017573510891928046,491,XGBoost
Tmem176b,0.017567643070929596,492,XGBoost
Ccr1,0.01754629433588371,493,XGBoost
Prr13,0.01750758182995972,494,XGBoost
Gng10,0.01750690658351771,495,XGBoost
Cox4i2,0.017492153587479645,496,XGBoost
Ctla2b,0.017476982300309325,497,XGBoost
Ccl6,0.01739170945364296,498,XGBoost
Fhl1,0.017385318124015715,499,XGBoost
Uqcrq,0.01737860900888159,500,XGBoost
Asprv1,0.017308646033267434,501,XGBoost
Srxn1,0.01729745642359996,502,XGBoost
Serping1,0.01729513934227808,503,XGBoost
AI662270,0.0172867913394582,504,XGBoost
Smim3,0.017285672380653226,505,XGBoost
Pcolce,0.01728377562084551,506,XGBoost
C1qc,0.01726551668371214,507,XGBoost
AB124611,0.01725351034630052,508,XGBoost
Cnn2,0.01723669658108527,509,XGBoost
Ifngr1,0.017232800172667588,510,XGBoost
Ptafr,0.017228011956565276,511,XGBoost
Nebl,0.017215439295989746,512,XGBoost
Map3k7cl,0.017203082904574663,513,XGBoost
Col4a2,0.017194188766024795,514,XGBoost
Plxdc2,0.017188718991263757,515,XGBoost
Ccrl2,0.01717723992680909,516,XGBoost
Edn3,0.01713359209026027,517,XGBoost
Hsp90aa1,0.017113430695728373,518,XGBoost
Tmx4,0.017103745139533506,519,XGBoost
Gm2564,0.017103711966446146,520,XGBoost
Tmem45a,0.01709767393549161,521,XGBoost
Cd82,0.01708192096291112,522,XGBoost
Bcl2a1a,0.017073849021061432,523,XGBoost
Meox1,0.01705995065331972,524,XGBoost
Per3,0.017056919408401768,525,XGBoost
Serpinb1a,0.017043838149226092,526,XGBoost
Fam105a,0.01702268488804066,527,XGBoost
Slc11a1,0.017016635690217018,528,XGBoost
Itih5,0.01700773857749609,529,XGBoost
H2-Q7,0.016957734981638294,530,XGBoost
Cd180,0.016946538925979592,531,XGBoost
