gene,importance,rank,method
Tmem176b,0.021464012855907676,186,Geneformer
Lilr4b,0.02145260691859917,187,Geneformer
Anln,0.021446563925834508,188,Geneformer
Ifit1,0.021413653937098025,189,Geneformer
Vcam1,0.021397716995487023,190,Geneformer
Fabp5,0.02139496938957843,191,Geneformer
Cyr61,0.02139230213788058,192,Geneformer
Hist1h2ap,0.021376482877300453,193,Geneformer
Hspa1a,0.02134164126706909,194,Geneformer
Phlda1,0.021331359060327494,195,Geneformer
Msr1,0.021323369437981257,196,Geneformer
Lpar1,0.021301807112515028,197,Geneformer
Gpr182,0.02129438225395157,198,Geneformer
Isg15,0.021292679765589073,199,Geneformer
Ifi203,0.021285894894879788,200,Geneformer
G0s2,0.021277002510522152,201,Geneformer
Mmp8,0.021250637586221387,202,Geneformer
Cd177,0.021233491414983905,203,Geneformer
Scgb3a1,0.021225290922067323,204,Geneformer
Hrct1,0.02122215206334796,205,Geneformer
Ier3,0.021167759704947615,206,Geneformer
Gm694,0.021163667930055283,207,Geneformer
Gpr84,0.02112890451755374,208,Geneformer
Gm9733,0.021109682762374377,209,Geneformer
Fbln2,0.021083551878746554,210,Geneformer
Tmem252,0.021065766168165932,211,Geneformer
Mal,0.02106224278891709,212,Geneformer
Phf11a,0.021052663379912812,213,Geneformer
Edn1,0.02103420446892477,214,Geneformer
Atp13a5,0.021030553116470882,215,Geneformer
Apoe,0.02099078494384326,216,Geneformer
Plpp1,0.020961410889608966,217,Geneformer
Cfp,0.020957941561735405,218,Geneformer
Klrk1,0.020943391949909955,219,Geneformer
Fabp4,0.020924994929001264,220,Geneformer
Clec4e,0.02091326504527187,221,Geneformer
Colec12,0.020882652607075287,222,Geneformer
Ptgis,0.020861787193585907,223,Geneformer
Mmp9,0.020708541597227025,224,Geneformer
Gatm,0.020701558124514838,225,Geneformer
Plaur,0.02069984747016424,226,Geneformer
Ccl9,0.020698095491944523,227,Geneformer
Slc4a10,0.020692045529910358,228,Geneformer
Pdpn,0.020554147776586856,229,Geneformer
Nov,0.02052571714887183,230,Geneformer
Rgcc,0.02051318333115287,231,Geneformer
Rrm2,0.020394398232302765,232,Geneformer
Lmcd1,0.02038938619525474,233,Geneformer
S100a4,0.02032181208631411,234,Geneformer
Gadd45b,0.020288703519369594,235,Geneformer
Olfr558,0.020287840656779386,236,Geneformer
Btg2,0.02028755306504273,237,Geneformer
Tuba1a,0.020273374739936897,238,Geneformer
Camp,0.020161967922056632,239,Geneformer
Fbxl22,0.02013477148955723,240,Geneformer
Ptprcap,0.020131156958804828,241,Geneformer
Pdcd4,0.020099389387050977,242,Geneformer
5430416O09Rik,0.020086142171637664,243,Geneformer
Tubb3,0.020084972201538914,244,Geneformer
Il1b,0.020077886180302665,245,Geneformer
Slco3a1,0.020070921470474394,246,Geneformer
Crispld2,0.020034479989787742,247,Geneformer
Tnfrsf12a,0.020016326591788904,248,Geneformer
Phf11d,0.020006344146688514,249,Geneformer
Pid1,0.019995238083834466,250,Geneformer
Ccnd2,0.01999094884678472,251,Geneformer
Tgm2,0.01998231782059476,252,Geneformer
Ifitm3,0.019968531299585212,253,Geneformer
Ecscr,0.019960058088158327,254,Geneformer
Thbs1,0.019939561568532528,255,Geneformer
Bmp7,0.019937878550784202,256,Geneformer
Kdm6b,0.019924188179781675,257,Geneformer
Sell,0.019908559029543475,258,Geneformer
Hbegf,0.019908136865378127,259,Geneformer
Spry2,0.019892471557991717,260,Geneformer
Slc43a3,0.01988016953000098,261,Geneformer
Cst7,0.019847457638984135,262,Geneformer
Il1r2,0.01979802590882657,263,Geneformer
H2-Q7,0.019796726089733152,264,Geneformer
Nr4a1,0.019775920114675,265,Geneformer
Sirpb1b,0.019710720491960067,266,Geneformer
Pilra,0.019710575405786242,267,Geneformer
